timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z
1738565214.325208,0.03432708978652954,-0.009680509567260742,0.034027695655822754,-0.19233626127243042,0.23894143104553223,-0.7128704190254211
1738565214.326468,0.0007592886686325073,-0.013004004955291748,-0.17895880341529846,-0.08487751334905624,0.6072016358375549,-0.8509188890457153
1738565214.345673,0.0904131531715393,0.02732229232788086,-0.15215438604354858,0.009068544954061508,0.9060454368591309,-0.9033284783363342
1738565214.365361,0.25158339738845825,0.07856208086013794,-0.17214706540107727,0.16446737945079803,0.7722986936569214,-0.6335407495498657
1738565214.386385,0.3302627205848694,0.1466624140739441,-0.17094776034355164,0.44411858916282654,0.676469624042511,-0.20515170693397522
1738565214.405397,0.3803557753562927,0.21011775732040405,-0.07563385367393494,0.5805912613868713,0.5478920340538025,0.36477434635162354
1738565214.4254398,0.3715740144252777,0.2423878312110901,-0.018229514360427856,0.652918815612793,0.160574272274971,0.884438693523407
1738565214.4465342,0.3604019582271576,0.2837510108947754,-0.012461215257644653,0.7944419980049133,-0.1228935644030571,1.3439947366714478
1738565214.465658,0.34074509143829346,0.3456128239631653,0.08475807309150696,0.7976250648498535,-0.12107701599597931,1.7804906368255615
1738565214.485495,0.28694939613342285,0.38521862030029297,0.18033373355865479,0.6133360266685486,-0.0181494802236557,2.151041030883789
1738565214.505362,0.2696569561958313,0.4050666093826294,0.24413540959358215,0.3394741415977478,-0.04804444685578346,2.508211612701416
1738565214.525593,0.239408940076828,0.4435727000236511,0.2529186010360718,0.10751162469387054,-0.15996557474136353,2.84993839263916
1738565214.545459,0.19289934635162354,0.5104362964630127,0.2655063569545746,-0.1386246532201767,-0.24148999154567719,3.137877941131592
1738565214.56616,0.10001623630523682,0.5736839771270752,0.27784448862075806,-0.45284509658813477,-0.10093219578266144,3.3668129444122314
1738565214.5857038,0.04459980130195618,0.610335111618042,0.28820812702178955,-0.8008959889411926,0.09976745396852493,3.5221006870269775
1738565214.605824,0.06317336857318878,0.6775286793708801,0.29300835728645325,-1.13266122341156,0.3597191274166107,3.725912094116211
1738565214.625443,0.031052231788635254,0.7284393906593323,0.2959665060043335,-1.5170924663543701,0.49319905042648315,3.994202136993408
1738565214.645688,-0.11977741122245789,0.7036230564117432,0.2581346035003662,-1.7013049125671387,0.30024808645248413,3.952482223510742
1738565214.665806,-0.2186174988746643,0.7116823196411133,0.2642369866371155,-1.7775564193725586,-0.03262561559677124,3.703705310821533
1738565214.685694,-0.1770315170288086,0.7042991518974304,0.33816367387771606,-2.007080554962158,-0.08329392969608307,3.487330198287964
1738565214.706563,-0.1273946762084961,0.7178492546081543,0.35610586404800415,-2.4064486026763916,-0.050051234662532806,3.6106350421905518
1738565214.725322,-0.2408401370048523,0.6919018626213074,0.2140592336654663,-2.508559465408325,-0.1850031614303589,3.6607656478881836
1738565214.7452111,-0.43561625480651855,0.6536700129508972,0.19286304712295532,-2.465216875076294,-0.4338569939136505,3.30127215385437
1738565214.766594,-0.5099610090255737,0.594671905040741,0.2183350920677185,-2.493537425994873,-0.6154526472091675,2.8032844066619873
1738565214.785377,-0.43452441692352295,0.5863169431686401,0.23528152704238892,-2.6754071712493896,-0.7869489789009094,2.581453561782837
1738565214.806246,-0.36570894718170166,0.6261693239212036,0.12429612874984741,-2.7743797302246094,-0.6873610615730286,2.6673402786254883
1738565214.82518,-0.5718861818313599,0.5880157947540283,-0.017383456230163574,-2.7135794162750244,-0.5672851204872131,2.53187894821167
1738565214.8455591,-0.6996990442276001,0.5031651258468628,-0.07238501310348511,-2.5896379947662354,-0.80637127161026,2.0879898071289062
1738565214.866106,-0.7471164464950562,0.5186522006988525,-0.0399056077003479,-2.6639490127563477,-0.7860814929008484,1.7582679986953735
1738565214.885769,-0.7881885766983032,0.4874754250049591,-0.03877532482147217,-2.8430185317993164,-0.28250396251678467,1.4380589723587036
1738565214.906845,-0.879290759563446,0.4983055889606476,0.007871508598327637,-3.2231311798095703,0.5178247094154358,0.8451297879219055
1738565214.925212,-0.8691620826721191,0.4250110685825348,-0.06310766935348511,-3.5265164375305176,1.0614614486694336,0.16162697970867157
1738565214.9450932,-0.8901804089546204,0.3969777822494507,-0.1935541033744812,-3.5043654441833496,1.250191330909729,-0.5713741779327393
1738565214.965596,-0.8252099752426147,0.38569512963294983,-0.24957269430160522,-3.397921323776245,1.3484220504760742,-1.2433966398239136
1738565214.9853249,-0.634381115436554,0.4140162765979767,-0.21833449602127075,-3.331385612487793,1.6361804008483887,-1.60446298122406
1738565215.0064979,-0.46999049186706543,0.3967035114765167,-0.14448368549346924,-3.3850011825561523,1.9948805570602417,-1.8128856420516968
1738565215.024919,-0.4172804355621338,0.38096776604652405,-0.14554095268249512,-3.252368688583374,1.8856099843978882,-2.0351743698120117
1738565215.045027,-0.47107142210006714,0.3417748510837555,-0.10372620820999146,-3.039384365081787,1.3830318450927734,-2.420173406600952
1738565215.065569,-0.49273407459259033,0.3652041256427765,0.002171337604522705,-3.131890296936035,1.1801161766052246,-2.9213173389434814
1738565215.085149,-0.45711660385131836,0.40231871604919434,-0.0747382640838623,-3.252593755722046,1.435746431350708,-3.427797317504883
1738565215.106122,-0.35495221614837646,0.4409673511981964,-0.25430917739868164,-3.032555341720581,1.7789522409439087,-3.7803659439086914
1738565215.1248531,-0.28833478689193726,0.463591068983078,-0.2943551540374756,-2.7382795810699463,1.9729642868041992,-4.090510845184326
1738565215.1448488,-0.22436517477035522,0.4651026725769043,-0.31661784648895264,-2.4495108127593994,1.960366129875183,-4.37753963470459
1738565215.166131,-0.2122756838798523,0.460406094789505,-0.39873188734054565,-2.1110665798187256,1.7622793912887573,-4.7155961990356445
1738565215.1847758,-0.18978333473205566,0.5248923897743225,-0.4794396758079529,-1.7958205938339233,1.7201671600341797,-4.964083194732666
1738565215.204875,-0.03293401002883911,0.46422165632247925,-0.6272576451301575,-1.2458679676055908,1.8982664346694946,-4.922232151031494
1738565215.224689,0.10546183586120605,0.47600650787353516,-0.5375857353210449,-0.7578788995742798,1.9366629123687744,-4.6369524002075195
1738565215.244695,0.08374255895614624,0.42955464124679565,-0.5071974992752075,-0.3655249774456024,1.5316896438598633,-4.459754467010498
1738565215.265146,0.12909692525863647,0.36248984932899475,-0.6202473044395447,0.2839505076408386,0.8334560394287109,-4.231281280517578
1738565215.284826,0.09626168012619019,0.3950153589248657,-0.5466629266738892,0.7686330676078796,0.6528341770172119,-4.017486095428467
1738565215.3056169,0.10885694622993469,0.37408673763275146,-0.3991326689720154,0.7920660972595215,0.9380088448524475,-3.834423065185547
1738565215.324862,0.10200932621955872,0.3581946790218353,-0.45728302001953125,0.8732845187187195,1.2565016746520996,-3.6731224060058594
1738565215.344891,0.04455834627151489,0.3437409996986389,-0.5656212568283081,1.2378407716751099,1.7676219940185547,-3.6846096515655518
1738565215.366802,0.13055098056793213,0.3896620273590088,-0.46359020471572876,1.5315767526626587,1.9356006383895874,-3.3627865314483643
1738565215.38464,0.18997786939144135,0.37401673197746277,-0.44983506202697754,1.8437029123306274,1.3041326999664307,-2.7974579334259033
1738565215.406874,0.109622061252594,0.3589775264263153,-0.44577890634536743,2.221827507019043,1.260642170906067,-2.612293243408203
1738565215.4245381,0.1059340164065361,0.41039764881134033,-0.35376113653182983,2.271314859390259,1.8587957620620728,-2.3990120887756348
1738565215.4445472,0.15298593044281006,0.39749687910079956,-0.32495903968811035,2.266292095184326,2.5133841037750244,-2.0518434047698975
1738565215.466708,0.1858305186033249,0.43916529417037964,-0.27835047245025635,2.3038489818573,2.667316436767578,-1.5195930004119873
1738565215.484455,0.12149295210838318,0.47301483154296875,-0.26465457677841187,2.350907564163208,2.1474366188049316,-0.9929574728012085
1738565215.504435,-0.006832495331764221,0.4325677752494812,-0.31267935037612915,2.602600336074829,1.8451220989227295,-0.8832950592041016
1738565215.5244231,0.0642535388469696,0.40204906463623047,-0.21347057819366455,2.6819076538085938,2.1264095306396484,-0.7859222888946533
1738565215.544708,0.13996337354183197,0.4216090440750122,-0.10955268144607544,2.53653621673584,2.634873151779175,-0.3669982850551605
1738565215.5667958,0.0515165776014328,0.44578760862350464,-0.11375904083251953,2.429924488067627,2.7244954109191895,0.024014292284846306
1738565215.584906,-0.10373368859291077,0.457919716835022,-0.11538267135620117,2.435861110687256,2.630445957183838,0.05245441570878029
1738565215.6064749,-0.07756221294403076,0.4248000979423523,-0.043691396713256836,2.3142011165618896,2.6955883502960205,0.12482388317584991
1738565215.6241179,0.0312933623790741,0.39390039443969727,0.030985891819000244,2.1196296215057373,3.0175676345825195,0.440500944852829
1738565215.644315,0.08441630005836487,0.40022391080856323,0.06575623154640198,1.9095655679702759,3.235623598098755,0.9162257313728333
1738565215.666318,-0.019423305988311768,0.4334397315979004,0.09274536371231079,1.691698670387268,3.3878865242004395,1.2940003871917725
1738565215.684232,-0.14234668016433716,0.46003639698028564,0.06716525554656982,1.5434776544570923,3.2872300148010254,1.4460428953170776
1738565215.7042298,-0.2243998646736145,0.4613812565803528,-0.003996849060058594,1.6209975481033325,2.9736990928649902,1.4257270097732544
1738565215.724237,-0.26081129908561707,0.4582599997520447,-0.08538797497749329,1.892293930053711,2.5958433151245117,1.314653754234314
