timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z
1738573532.3939571,0.036311596632003784,-0.006279677152633667,0.05292540788650513,-0.353353351354599,-0.36392641067504883,-0.4303637742996216
1738573532.394517,0.03252113237977028,-0.017288103699684143,0.033202409744262695,-0.3319750428199768,-0.24767345190048218,-0.29364073276519775
1738573532.401923,0.05426356941461563,0.019663959741592407,0.012597918510437012,-0.3092842996120453,-0.21000157296657562,-0.12344209849834442
1738573532.421907,0.020161692053079605,-0.008443161845207214,-0.03410208225250244,-0.25940778851509094,-0.26252007484436035,-0.04447041451931
1738573532.444509,-0.04522541165351868,-0.010812327265739441,-0.10542279481887817,-0.04450231045484543,-0.3174865245819092,-0.14394083619117737
1738573532.461835,-0.030693013221025467,-0.016056492924690247,-0.06895601749420166,0.029748287051916122,-0.25708767771720886,-0.24550838768482208
1738573532.482265,0.008071500808000565,-0.014199182391166687,-0.01113671064376831,-0.12331270426511765,-0.13691887259483337,-0.2662811279296875
1738573532.502173,0.015691477805376053,-0.009523585438728333,-0.01971423625946045,-0.2508178651332855,0.022418219596147537,-0.25095343589782715
1738573532.5223022,-0.013537036255002022,-2.162158489227295e-05,-0.06502532958984375,-0.25346970558166504,0.09269629418849945,-0.2846345901489258
1738573532.543085,-0.028645053505897522,-0.015927091240882874,-0.12212866544723511,-0.06866862624883652,0.0737103670835495,-0.35649147629737854
1738573532.5619102,-0.011775968596339226,-0.018403902649879456,-0.09967291355133057,0.09166230261325836,-0.014301326125860214,-0.3928700089454651
1738573532.582726,0.023409146815538406,-0.015461236238479614,-0.05578005313873291,0.10344141721725464,-0.06395416706800461,-0.35418909788131714
1738573532.602116,0.05805014446377754,-0.011083722114562988,-0.033696115016937256,0.046638574451208115,0.005067192018032074,-0.24877046048641205
1738573532.621943,0.05825163424015045,-0.00452972948551178,-0.04061710834503174,-0.01898997649550438,0.08841673284769058,-0.14203330874443054
1738573532.6417499,0.008273325860500336,-0.012564629316329956,-0.10448485612869263,0.086127869784832,0.05948445200920105,-0.1541934609413147
1738573532.663041,-0.023505914956331253,-0.011767581105232239,-0.1419816017150879,0.2071237862110138,-0.1113998293876648,-0.24612997472286224
1738573532.681943,0.0029743071645498276,-0.018470361828804016,-0.17061245441436768,0.2605125606060028,-0.23353002965450287,-0.2938123643398285
1738573532.702557,0.019547343254089355,-0.010638147592544556,-0.22345387935638428,0.2046048939228058,-0.23961874842643738,-0.32238245010375977
1738573532.7220979,0.025040090084075928,-0.004442989826202393,-0.3482072353363037,0.19877611100673676,-0.1512681096792221,-0.33582770824432373
1738573532.7420192,0.018941860646009445,0.0075783878564834595,-0.5302693247795105,0.35872510075569153,-0.057573072612285614,-0.3538669943809509
1738573532.7624989,0.020240478217601776,0.0003154277801513672,-0.7007629871368408,0.7612924575805664,0.2197088599205017,-0.3493044078350067
1738573532.781883,0.035381413996219635,-0.0018829703330993652,-0.6721177101135254,0.9595271348953247,0.8510882258415222,-0.33261919021606445
1738573532.8029861,0.04631853848695755,0.014792993664741516,-0.5435041785240173,0.6673230528831482,1.6351765394210815,-0.28517356514930725
1738573532.821851,0.07748427987098694,0.03432893753051758,-0.5244558453559875,0.3456694483757019,2.2017252445220947,-0.12642626464366913
1738573532.841673,0.05332551896572113,0.055294036865234375,-0.7066207528114319,0.5325397849082947,2.342658519744873,0.061232589185237885
1738573532.863091,-0.0014568865299224854,0.06648138165473938,-0.904279351234436,1.3504842519760132,2.32320237159729,0.1903669834136963
1738573532.881671,-0.0273144394159317,0.1534540355205536,-0.8838661909103394,2.116159439086914,2.1113104820251465,0.31424254179000854
1738573532.902619,0.04961934685707092,0.1989777386188507,-0.8050655722618103,2.8880574703216553,2.0037002563476562,0.7071510553359985
1738573532.921545,0.021306782960891724,0.28554970026016235,-0.6150162816047668,3.442521095275879,1.9487253427505493,1.1143780946731567
